Operation,Machine,Coach Variant,Start Time,End Time,Input,Output,Coach Variant Manufactured
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 1,2021-07-20 21:50:00,2021-07-21 00:40:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 4,2021-07-21 00:48:00,2021-07-21 00:49:00,['Supporting Members'],['Supporting Members'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 1,2021-07-21 00:38:00,2021-07-21 00:54:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage XI Supporting members are welded at Topside of underframe,UF0820,Variant 4,2021-07-21 01:04:00,2021-07-21 01:05:00,['Supporting Members'],['Supporting Members'],0
Stage III Manual Repair stand,EW0130,Variant 1,2021-07-21 01:09:00,2021-07-21 01:11:00,['Output LHB END Wall'],['End wall Complete'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 1,2021-07-20 21:50:00,2021-07-21 01:30:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 1,2021-07-20 21:09:00,2021-07-21 01:32:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 1,2021-07-20 21:09:00,2021-07-21 01:32:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 1,2021-07-20 22:33:00,2021-07-21 01:33:00,"['C', 'D']",['E'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 1,2021-07-20 23:00:00,2021-07-21 02:00:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 1,2021-07-20 23:00:00,2021-07-21 02:00:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 1,2021-07-20 23:03:00,2021-07-21 02:13:00,['C'],['C'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 1,2021-07-21 00:36:00,2021-07-21 02:31:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-II Robotic Spot Welding,SW0120,Variant 1,2021-07-21 02:15:00,2021-07-21 02:40:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage II Manual JIG 9.2,RF0120,Variant 1,2021-07-20 23:45:00,2021-07-21 02:43:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 1,2021-07-20 20:30:00,2021-07-21 03:00:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 1,2021-07-21 02:55:00,2021-07-21 03:20:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage I Machine- B&C machine,RF0110,Variant 1,2021-07-20 23:45:00,2021-07-21 03:25:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 1,2021-07-21 03:35:00,2021-07-21 03:36:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 1,2021-07-21 00:55:00,2021-07-21 03:45:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 1,2021-07-20 22:16:00,2021-07-21 03:46:00,['Underframe frame work'],['Underframe frame work'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 1,2021-07-21 00:38:00,2021-07-21 03:52:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 1,2021-07-21 01:48:00,2021-07-21 03:56:00,['E'],['Roof Complete'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 1,2021-07-21 04:07:00,2021-07-21 04:23:00,['Output LHB END Wall'],['Output LHB END Wall'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0220,Variant 1,2021-07-21 00:55:00,2021-07-21 04:35:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage III Manual Repair stand,EW0130,Variant 1,2021-07-21 04:38:00,2021-07-21 04:40:00,['Output LHB END Wall'],['End wall Complete'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 1,2021-07-20 22:00:00,2021-07-21 05:00:00,['Trough Sheets'],['Trough Sheets'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 1,2021-07-21 02:15:00,2021-07-21 05:15:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 1,2021-07-21 02:15:00,2021-07-21 05:15:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 1,2021-07-21 02:28:00,2021-07-21 05:28:00,"['C', 'D']",['E'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 1,2021-07-21 03:51:00,2021-07-21 05:46:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-II Robotic Spot Welding,SW0120,Variant 1,2021-07-21 05:30:00,2021-07-21 05:55:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 1,2021-07-21 02:58:00,2021-07-21 06:08:00,['C'],['C'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 1,2021-07-21 01:47:00,2021-07-21 06:10:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 1,2021-07-21 01:47:00,2021-07-21 06:10:00,['Underframe frame work'],['Underframe frame work'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 1,2021-07-20 22:16:00,2021-07-21 06:29:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 1,2021-07-21 06:10:00,2021-07-21 06:35:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage II Manual JIG 9.2,RF0120,Variant 1,2021-07-21 03:40:00,2021-07-21 06:38:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 1,2021-07-21 04:00:00,2021-07-21 06:50:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 1,2021-07-21 06:50:00,2021-07-21 06:51:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage I Machine- B&C machine,RF0110,Variant 1,2021-07-21 03:40:00,2021-07-21 07:20:00,['Roof sheeting complete'],['Roof sheeting complete'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 1,2021-07-21 04:07:00,2021-07-21 07:21:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 1,2021-07-21 04:00:00,2021-07-21 07:40:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 1,2021-07-21 05:43:00,2021-07-21 07:51:00,['E'],['Roof Complete'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 1,2021-07-21 07:36:00,2021-07-21 07:52:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage III Manual Repair stand,EW0130,Variant 1,2021-07-21 08:07:00,2021-07-21 08:09:00,['Output LHB END Wall'],['End wall Complete'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 1,2021-07-21 05:30:00,2021-07-21 08:30:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 1,2021-07-21 05:30:00,2021-07-21 08:30:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 1,2021-07-21 07:06:00,2021-07-21 09:01:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-II Robotic Spot Welding,SW0120,Variant 1,2021-07-21 08:45:00,2021-07-21 09:10:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 1,2021-07-21 06:23:00,2021-07-21 09:23:00,"['C', 'D']",['E'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 1,2021-07-21 04:01:00,2021-07-21 09:31:00,['Underframe frame work'],['Underframe frame work'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 1,2021-07-21 03:15:00,2021-07-21 09:45:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 1,2021-07-21 09:25:00,2021-07-21 09:50:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 1,2021-07-21 06:53:00,2021-07-21 10:03:00,['C'],['C'],0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 1,2021-07-21 10:05:00,2021-07-21 10:06:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 4,2021-07-21 07:05:00,2021-07-21 10:17:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage II Manual JIG 9.2,RF0120,Variant 1,2021-07-21 07:35:00,2021-07-21 10:33:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0220,Variant 1,2021-07-21 07:05:00,2021-07-21 10:45:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 1,2021-07-21 06:25:00,2021-07-21 10:48:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 1,2021-07-21 06:25:00,2021-07-21 10:48:00,['Underframe frame work'],['Underframe frame work'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 1,2021-07-21 07:36:00,2021-07-21 10:50:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage VIII Robotic Corrugated sheet seam welding done,UF0620,Variant 1,2021-07-21 06:44:00,2021-07-21 10:57:00,['Underframe frame work with corrugated sheet'],['Underframe frame work with corrugated sheet'],0
Stage I Machine- B&C machine,RF0110,Variant 1,2021-07-21 07:35:00,2021-07-21 11:15:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 4,2021-07-21 08:45:00,2021-07-21 11:20:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 1,2021-07-21 11:05:00,2021-07-21 11:21:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage III Manual Repair stand,EW0130,Variant 1,2021-07-21 11:36:00,2021-07-21 11:38:00,['Output LHB END Wall'],['End wall Complete'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 1,2021-07-21 09:38:00,2021-07-21 11:46:00,['E'],['Roof Complete'],0
Stage VI Corrugated Sheets Tack welded  to Underframe frame work,UF0500,Variant 1,2021-07-21 05:15:00,2021-07-21 12:15:00,['Trough Sheets'],['Trough Sheets'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 1,2021-07-21 10:21:00,2021-07-21 12:16:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 4,2021-07-21 08:45:00,2021-07-21 12:17:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage-II Robotic Spot Welding,SW0120,Variant 4,2021-07-21 12:32:00,2021-07-21 12:58:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage IV Roof Acceptance Stand and left over Welding station(13.0),RF0140,Variant 1,2021-07-21 10:18:00,2021-07-21 13:18:00,"['C', 'D']",['E'],0
Stage-III SW skeletion Robotic Mig Welding,SW0130,Variant 4,2021-07-21 13:13:00,2021-07-21 13:41:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 4,2021-07-21 10:32:00,2021-07-21 13:44:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
Stage-IV Roof Bearer Robotic Arc Spot welding,SW0140,Variant 4,2021-07-21 13:56:00,2021-07-21 13:57:00,"['CARLINE', 'LHB Side Wall LHS']",['E'],0
Stage III Roof Robotic Welding Station,RF0130,Variant 1,2021-07-21 10:48:00,2021-07-21 13:58:00,['C'],['C'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 4,2021-07-21 11:35:00,2021-07-21 14:10:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
"Stage II Framing, fitment & welding with BO front Part  of Underframe middle parts",UF0210,Variant 4,2021-07-21 10:32:00,2021-07-21 14:11:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",['Underframe frame work'],0
Stage II Manual JIG 9.2,RF0120,Variant 1,2021-07-21 11:30:00,2021-07-21 14:28:00,"['input for final roof arch complete', 'Roof sheeting complete']",['C'],0
"Stage I Fabrication of Sub assemblies at Tacking Jigs & Fixtures , Framework tacking of Endwall Complete",EW0110,Variant 4,2021-07-21 11:05:00,2021-07-21 14:51:00,"['ARCH COMPLETE', 'ARCH COMPLETE', 'SILL COMPLETE', 'RAM PILLAR COMPLETE', 'RAM PILLAR COMPLETE', 'RAM FLANGE COMPLETE', 'FRAME WORK END WALL', 'End wall sheets']",['Output LHB END Wall'],0
Stage VII Robotic Corrugated sheet stitch welding done,UF0610,Variant 1,2021-07-21 06:44:00,2021-07-21 14:57:00,"['Trough Sheets', 'Underframe frame work']",['Underframe frame work with corrugated sheet'],0
Stage I Machine- B&C machine,RF0110,Variant 1,2021-07-21 11:30:00,2021-07-21 15:10:00,['Roof sheeting complete'],['Roof sheeting complete'],0
Stage V Repair & leftover work by manual welding Top Side,UF0400,Variant 1,2021-07-21 09:46:00,2021-07-21 15:16:00,['Underframe frame work'],['Underframe frame work'],0
Stage II Robotic Endwall Welding Station,EW0120,Variant 4,2021-07-21 15:06:00,2021-07-21 15:18:00,['Output LHB END Wall'],['Output LHB END Wall'],0
Stage III Robotic Welding upside of Underframe,UF0310,Variant 1,2021-07-21 11:03:00,2021-07-21 15:26:00,['Underframe frame work'],['Underframe frame work'],0
Stage IV  Robotic Welding downside of Underframe,UF0320,Variant 1,2021-07-21 11:03:00,2021-07-21 15:26:00,['Underframe frame work'],['Underframe frame work'],0
Stage III Manual Repair stand,EW0130,Variant 4,2021-07-21 15:33:00,2021-07-21 15:35:00,['Output LHB END Wall'],['End wall Complete'],0
Stage V Roof Acceptance Stand and left over Welding station(11.0),RF0150,Variant 1,2021-07-21 13:33:00,2021-07-21 15:41:00,['E'],['Roof Complete'],0
Stage-V SW & Roof Bearer Robotic welding,SW0150,Variant 4,2021-07-21 14:12:00,2021-07-21 15:47:00,"['E', 'Welding Parts Side wall LHS']",['Side wall Left complete'],0
Stage-I SW Skeleton Tack Welding,SW0110,Variant 4,2021-07-21 12:32:00,2021-07-21 16:04:00,"['SIDE WALL SHEET', 'SIDE WALL FRAME WORK LHS']",['LHB Side Wall LHS'],0
Stage X  Manual Welding of Backpieces at Bottom side of underframe,UF0810,Variant 1,2021-07-21 10:00:00,2021-07-21 16:30:00,['Underframe Welding Parts'],['Underframe Welding Parts'],0
Stage-II Robotic Spot Welding,SW0120,Variant 4,2021-07-21 16:19:00,2021-07-21 16:45:00,['LHB Side Wall LHS'],['LHB Side Wall LHS'],0
Stage-VI Backpiece Leftover welding,SW0160,Variant 4,2021-07-21 14:25:00,2021-07-21 17:00:00,['Welding Parts Side wall LHS'],['Welding Parts Side wall LHS'],0
"Stage I Fab:Bat Box SubAssy, Pump Mt Brkt, Elec RBC channel & other cross member SubAssys",UF0110,Variant 4,2021-07-21 13:59:00,2021-07-21 17:11:00,"['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']","['Provisions for 450L water Tank', 'Member complete', 'Crossmember complete', 'Bracket complete', 'BRACKET COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'CROSS MEMBER COMPLETE', 'Crossmember complete', 'Crossmember complete', 'Crossmember complete']",0
